 grantor | grantee |   table_catalog   |    table_schema    |              table_name               | privilege_type | is_grantable | with_hierarchy 
---------+---------+-------------------+--------------------+---------------------------------------+----------------+--------------+----------------
 admin   | admin   | MediPlaceDatabase | public             | manager                               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | manager                               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | public             | manager                               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | manager                               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | manager                               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | manager                               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | manager                               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctor                                | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctor                                | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | public             | doctor                                | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctor                                | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctor                                | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctor                                | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctor                                | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctorspecialization                  | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctorspecialization                  | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | public             | doctorspecialization                  | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctorspecialization                  | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctorspecialization                  | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctorspecialization                  | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | doctorspecialization                  | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | specialization                        | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | specialization                        | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | public             | specialization                        | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | specialization                        | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | specialization                        | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | specialization                        | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | specialization                        | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | appointment                           | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | appointment                           | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | public             | appointment                           | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | appointment                           | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | appointment                           | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | appointment                           | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | appointment                           | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | patient                               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | patient                               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | public             | patient                               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | patient                               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | patient                               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | patient                               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | patient                               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | rating                                | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | rating                                | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | public             | rating                                | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | rating                                | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | rating                                | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | rating                                | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | rating                                | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | prescription                          | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | prescription                          | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | public             | prescription                          | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | prescription                          | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | prescription                          | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | prescription                          | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | prescription                          | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicineprescription                  | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicineprescription                  | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | public             | medicineprescription                  | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicineprescription                  | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicineprescription                  | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicineprescription                  | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicineprescription                  | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicine                              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicine                              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | public             | medicine                              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicine                              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicine                              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicine                              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | public             | medicine                              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic                          | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic                          | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic                          | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic                          | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic                          | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic                          | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic                          | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_type                               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_type                               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_type                               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_type                               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_type                               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_type                               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_type                               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_foreign_table                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_foreign_table                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_foreign_table                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_foreign_table                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_foreign_table                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_foreign_table                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_foreign_table                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_authid                             | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_authid                             | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_authid                             | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_authid                             | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_authid                             | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_authid                             | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_authid                             | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shadow                             | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shadow                             | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shadow                             | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shadow                             | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shadow                             | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shadow                             | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shadow                             | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_roles                              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_roles                              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_roles                              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_roles                              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_roles                              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_roles                              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_roles                              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic_ext_data                 | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic_ext_data                 | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic_ext_data                 | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic_ext_data                 | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic_ext_data                 | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic_ext_data                 | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statistic_ext_data                 | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_hba_file_rules                     | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_hba_file_rules                     | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_hba_file_rules                     | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_hba_file_rules                     | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_hba_file_rules                     | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_hba_file_rules                     | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_hba_file_rules                     | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_settings                           | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_settings                           | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_settings                           | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_settings                           | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_settings                           | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_settings                           | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_settings                           | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_file_settings                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_file_settings                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_file_settings                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_file_settings                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_file_settings                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_file_settings                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_file_settings                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_backend_memory_contexts            | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_backend_memory_contexts            | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_backend_memory_contexts            | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_backend_memory_contexts            | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_backend_memory_contexts            | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_backend_memory_contexts            | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_backend_memory_contexts            | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_ident_file_mappings                | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_ident_file_mappings                | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_ident_file_mappings                | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_ident_file_mappings                | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_ident_file_mappings                | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_ident_file_mappings                | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_ident_file_mappings                | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_config                             | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_config                             | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_config                             | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_config                             | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_config                             | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_config                             | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_config                             | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shmem_allocations                  | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shmem_allocations                  | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shmem_allocations                  | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shmem_allocations                  | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shmem_allocations                  | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shmem_allocations                  | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_shmem_allocations                  | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_tables                             | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_tables                             | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_tables                             | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_tables                             | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_tables                             | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_tables                             | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_tables                             | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mapping                       | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mapping                       | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mapping                       | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mapping                       | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mapping                       | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mapping                       | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mapping                       | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_sequences               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_sequences               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_sequences               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_sequences               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_sequences               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_sequences               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_sequences               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_origin_status          | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_origin_status          | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_origin_status          | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_origin_status          | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_origin_status          | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_origin_status          | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_origin_status          | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_subscription                       | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_subscription                       | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_subscription                       | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_subscription                       | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_subscription                       | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_subscription                       | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_subscription                       | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attribute                          | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attribute                          | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attribute                          | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attribute                          | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attribute                          | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attribute                          | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attribute                          | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_proc                               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_proc                               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_proc                               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_proc                               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_proc                               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_proc                               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_proc                               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_class                              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_class                              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_class                              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_class                              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_class                              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_class                              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_class                              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attrdef                            | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attrdef                            | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attrdef                            | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attrdef                            | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attrdef                            | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attrdef                            | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_attrdef                            | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_sequences               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_sequences               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_sequences               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_sequences               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_sequences               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_sequences               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_sequences               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_sequences              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_sequences              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_sequences              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_sequences              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_sequences              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_sequences              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_sequences              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_constraint                         | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_constraint                         | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_constraint                         | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_constraint                         | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_constraint                         | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_constraint                         | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_constraint                         | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_inherits                           | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_inherits                           | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_inherits                           | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_inherits                           | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_inherits                           | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_inherits                           | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_inherits                           | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_index                              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_index                              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_index                              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_index                              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_index                              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_index                              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_index                              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_operator                           | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_operator                           | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_operator                           | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_operator                           | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_operator                           | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_operator                           | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_operator                           | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opfamily                           | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opfamily                           | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opfamily                           | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opfamily                           | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_opfamily                           | TRUNCATE       | YES          | NO
