 grantor | grantee |   table_catalog   |    table_schema    |              table_name               | privilege_type | is_grantable | with_hierarchy 
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_tables                 | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_tables                 | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_tables                 | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_tables                 | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_tables                 | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_tables                 | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_tables                 | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_all_indexes                   | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_all_indexes                   | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_all_indexes                   | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_all_indexes                   | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_all_indexes                   | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_all_indexes                   | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_all_indexes                   | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_sys_indexes                   | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_sys_indexes                   | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_sys_indexes                   | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_sys_indexes                   | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_sys_indexes                   | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_sys_indexes                   | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_sys_indexes                   | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_indexes                  | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_indexes                  | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_indexes                  | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_indexes                  | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_indexes                  | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_indexes                  | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_indexes                  | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_indexes                 | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_indexes                 | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_indexes                 | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_indexes                 | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_indexes                 | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_indexes                 | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_all_indexes                 | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_indexes                 | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_indexes                 | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_indexes                 | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_indexes                 | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_indexes                 | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_indexes                 | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_sys_indexes                 | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_indexes                | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_indexes                | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_indexes                | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_indexes                | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_indexes                | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_indexes                | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_statio_user_indexes                | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_activity                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_activity                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_activity                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_activity                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_activity                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_activity                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_activity                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication                   | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication                   | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication                   | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication                   | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication                   | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication                   | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication                   | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_slru                          | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_slru                          | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_slru                          | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_slru                          | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_slru                          | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_slru                          | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_slru                          | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal_receiver                  | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal_receiver                  | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal_receiver                  | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal_receiver                  | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal_receiver                  | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal_receiver                  | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal_receiver                  | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_recovery_prefetch             | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_recovery_prefetch             | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_recovery_prefetch             | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_recovery_prefetch             | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_recovery_prefetch             | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_recovery_prefetch             | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_recovery_prefetch             | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription                  | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription                  | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription                  | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription                  | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription                  | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription                  | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription                  | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_ssl                           | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_ssl                           | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_ssl                           | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_ssl                           | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_ssl                           | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_ssl                           | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_ssl                           | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_gssapi                        | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_gssapi                        | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_gssapi                        | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_gssapi                        | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_gssapi                        | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_gssapi                        | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_gssapi                        | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_slots                  | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_slots                  | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_slots                  | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_slots                  | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_slots                  | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_slots                  | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_replication_slots                  | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication_slots             | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication_slots             | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication_slots             | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication_slots             | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication_slots             | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication_slots             | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_replication_slots             | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database_conflicts            | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database_conflicts            | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database_conflicts            | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database_conflicts            | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database_conflicts            | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database_conflicts            | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_database_conflicts            | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_functions                | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_functions                | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_functions                | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_functions                | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_functions                | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_functions                | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_user_functions                | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_xact_user_functions           | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_xact_user_functions           | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_xact_user_functions           | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_xact_user_functions           | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_xact_user_functions           | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_xact_user_functions           | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_xact_user_functions           | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_archiver                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_archiver                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_archiver                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_archiver                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_archiver                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_archiver                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_archiver                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_bgwriter                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_bgwriter                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_bgwriter                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_bgwriter                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_bgwriter                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_bgwriter                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_bgwriter                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_checkpointer                  | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_checkpointer                  | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_checkpointer                  | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_checkpointer                  | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_checkpointer                  | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_checkpointer                  | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_checkpointer                  | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_io                            | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_io                            | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_io                            | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_io                            | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_io                            | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_io                            | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_io                            | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal                           | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal                           | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal                           | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal                           | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal                           | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal                           | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_wal                           | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_analyze              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_analyze              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_analyze              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_analyze              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_analyze              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_analyze              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_analyze              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_vacuum               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_vacuum               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_vacuum               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_vacuum               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_vacuum               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_vacuum               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_vacuum               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_cluster              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_cluster              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_cluster              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_cluster              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_cluster              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_cluster              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_cluster              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_create_index         | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_create_index         | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_create_index         | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_create_index         | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_create_index         | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_create_index         | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_create_index         | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_basebackup           | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_basebackup           | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_basebackup           | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_basebackup           | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_basebackup           | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_basebackup           | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_basebackup           | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_copy                 | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_copy                 | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_copy                 | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_copy                 | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_copy                 | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_copy                 | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_progress_copy                 | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mappings                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mappings                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mappings                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mappings                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mappings                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mappings                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_user_mappings                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription_stats            | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription_stats            | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription_stats            | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription_stats            | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription_stats            | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription_stats            | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_stat_subscription_stats            | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_wait_events                        | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_wait_events                        | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_wait_events                        | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_wait_events                        | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_wait_events                        | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_wait_events                        | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_wait_events                        | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject                        | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject                        | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject                        | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject                        | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject                        | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject                        | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | pg_catalog         | pg_largeobject                        | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | column_column_usage                   | INSERT         | YES          | NO
